,match_id,First Innings,Second Innings,First Innings Score,Second Innings Score,Winner,Batting wins,Bowling wins
489,490,Mumbai Indians,Chennai Super Kings,157,160.0,Chennai Super Kings,0,1
490,491,Kings XI Punjab,Kolkata Knight Riders,149,150.0,Kolkata Knight Riders,0,1
491,492,Royal Challengers Bangalore,Rajasthan Royals,190,191.0,Rajasthan Royals,0,1
492,493,Sunrisers Hyderabad,Mumbai Indians,157,160.0,Mumbai Indians,0,1
493,494,Rajasthan Royals,Chennai Super Kings,148,149.0,Chennai Super Kings,0,1
494,495,Royal Challengers Bangalore,Delhi Daredevils,186,170.0,Royal Challengers Bangalore,1,0
495,496,Sunrisers Hyderabad,Kings XI Punjab,205,211.0,Kings XI Punjab,0,1
496,497,Mumbai Indians,Kolkata Knight Riders,141,142.0,Kolkata Knight Riders,0,1
497,498,Rajasthan Royals,Delhi Daredevils,201,139.0,Rajasthan Royals,1,0
498,499,Chennai Super Kings,Royal Challengers Bangalore,138,142.0,Royal Challengers Bangalore,0,1
499,500,Sunrisers Hyderabad,Kolkata Knight Riders,142,146.0,Kolkata Knight Riders,0,1
500,501,Mumbai Indians,Rajasthan Royals,178,153.0,Mumbai Indians,1,0
501,502,Delhi Daredevils,Kings XI Punjab,164,165.0,Kings XI Punjab,0,1
502,503,Royal Challengers Bangalore,Sunrisers Hyderabad,160,161.0,Sunrisers Hyderabad,0,1
503,504,Chennai Super Kings,Kolkata Knight Riders,154,156.0,Kolkata Knight Riders,0,1
504,505,Kings XI Punjab,Mumbai Indians,156,159.0,Mumbai Indians,0,1
505,506,Kolkata Knight Riders,Royal Challengers Bangalore,195,165.0,Kolkata Knight Riders,1,0
506,507,Chennai Super Kings,Sunrisers Hyderabad,185,189.0,Sunrisers Hyderabad,0,1
507,508,Mumbai Indians,Delhi Daredevils,173,158.0,Mumbai Indians,1,0
508,509,Kings XI Punjab,Rajasthan Royals,179,163.0,Kings XI Punjab,1,0
509,510,Royal Challengers Bangalore,Chennai Super Kings,154,160.0,Chennai Super Kings,0,1
510,511,Sunrisers Hyderabad,Kolkata Knight Riders,160,161.0,Kolkata Knight Riders,0,1
511,512,Delhi Daredevils,Kings XI Punjab,115,119.0,Kings XI Punjab,0,1
512,513,Rajasthan Royals,Mumbai Indians,189,195.0,Mumbai Indians,0,1
513,514,Kolkata Knight Riders,Kings XI Punjab,163,135.0,Kolkata Knight Riders,1,0
514,515,Mumbai Indians,Chennai Super Kings,173,176.0,Chennai Super Kings,0,1
515,516,Kings XI Punjab,Chennai Super Kings,226,202.0,Kings XI Punjab,1,0
516,517,Kings XI Punjab,Kolkata Knight Riders,199,200.0,Kolkata Knight Riders,0,1
517,518,Mumbai Indians,Kolkata Knight Riders,168,170.0,Kolkata Knight Riders,0,1
518,519,Chennai Super Kings,Delhi Daredevils,150,149.0,Chennai Super Kings,1,0
519,520,Rajasthan Royals,Kings XI Punjab,162,136.0,Rajasthan Royals,1,0
520,521,Chennai Super Kings,Sunrisers Hyderabad,209,164.0,Chennai Super Kings,1,0
521,522,Kolkata Knight Riders,Royal Challengers Bangalore,177,179.0,Royal Challengers Bangalore,0,1
522,523,Delhi Daredevils,Rajasthan Royals,184,186.0,Rajasthan Royals,0,1
523,524,Kings XI Punjab,Mumbai Indians,177,159.0,Kings XI Punjab,1,0
524,525,Royal Challengers Bangalore,Sunrisers Hyderabad,166,172.0,Sunrisers Hyderabad,0,1
525,526,Mumbai Indians,Rajasthan Royals,164,165.0,Rajasthan Royals,0,1
526,527,Chennai Super Kings,Kolkata Knight Riders,165,169.0,Kolkata Knight Riders,0,1
527,528,Kings XI Punjab,Delhi Daredevils,165,169.0,Delhi Daredevils,0,1
528,529,Sunrisers Hyderabad,Rajasthan Royals,127,131.0,Rajasthan Royals,0,1
529,530,Mumbai Indians,Chennai Super Kings,183,189.0,Chennai Super Kings,0,1
530,531,Delhi Daredevils,Sunrisers Hyderabad,167,163.0,Delhi Daredevils,1,0
531,532,Kings XI Punjab,Kolkata Knight Riders,155,159.0,Kolkata Knight Riders,0,1
532,533,Chennai Super Kings,Rajasthan Royals,156,157.0,Rajasthan Royals,0,1
533,534,Mumbai Indians,Royal Challengers Bangalore,209,191.0,Mumbai Indians,1,0
534,535,Delhi Daredevils,Kolkata Knight Riders,146,147.0,Kolkata Knight Riders,0,1
535,536,Rajasthan Royals,Kings XI Punjab,191,191.0,T,0,0
536,537,Sunrisers Hyderabad,Kolkata Knight Riders,176,101.0,Sunrisers Hyderabad,1,0
537,538,Chennai Super Kings,Royal Challengers Bangalore,181,154.0,Chennai Super Kings,1,0
538,539,Delhi Daredevils,Mumbai Indians,190,153.0,Delhi Daredevils,1,0
539,540,Rajasthan Royals,Royal Challengers Bangalore,130,134.0,Royal Challengers Bangalore,0,1
540,541,Mumbai Indians,Sunrisers Hyderabad,157,137.0,Mumbai Indians,1,0
541,542,Chennai Super Kings,Kings XI Punjab,192,95.0,Chennai Super Kings,1,0
542,543,Delhi Daredevils,Royal Challengers Bangalore,95,99.0,Royal Challengers Bangalore,0,1
543,544,Sunrisers Hyderabad,Kings XI Punjab,150,130.0,Sunrisers Hyderabad,1,0
544,545,Kolkata Knight Riders,Delhi Daredevils,171,158.0,Kolkata Knight Riders,1,0
545,546,Royal Challengers Bangalore,Rajasthan Royals,200,,Rajasthan Royals,0,1
546,547,Chennai Super Kings,Kolkata Knight Riders,134,132.0,Chennai Super Kings,1,0
547,548,Kings XI Punjab,Delhi Daredevils,118,119.0,Delhi Daredevils,0,1
548,549,Mumbai Indians,Rajasthan Royals,187,179.0,Mumbai Indians,1,0
549,550,Kolkata Knight Riders,Royal Challengers Bangalore,111,115.0,Royal Challengers Bangalore,0,1
550,551,Sunrisers Hyderabad,Chennai Super Kings,192,170.0,Sunrisers Hyderabad,1,0
551,552,Mumbai Indians,Kings XI Punjab,172,149.0,Mumbai Indians,1,0
552,553,Rajasthan Royals,Delhi Daredevils,189,175.0,Rajasthan Royals,1,0
553,554,Chennai Super Kings,Royal Challengers Bangalore,148,124.0,Chennai Super Kings,1,0
554,555,Kolkata Knight Riders,Sunrisers Hyderabad,167,132.0,Kolkata Knight Riders,1,0
555,556,Delhi Daredevils,Mumbai Indians,152,153.0,Mumbai Indians,0,1
556,557,Royal Challengers Bangalore,Kings XI Punjab,226,88.0,Royal Challengers Bangalore,1,0
557,558,Sunrisers Hyderabad,Rajasthan Royals,201,194.0,Sunrisers Hyderabad,1,0
558,559,Chennai Super Kings,Mumbai Indians,158,159.0,Mumbai Indians,0,1
559,560,Kings XI Punjab,Kolkata Knight Riders,183,184.0,Kolkata Knight Riders,0,1
560,561,Sunrisers Hyderabad,Delhi Daredevils,163,157.0,Sunrisers Hyderabad,1,0
561,562,Royal Challengers Bangalore,Mumbai Indians,235,196.0,Royal Challengers Bangalore,1,0
562,563,Chennai Super Kings,Rajasthan Royals,157,145.0,Chennai Super Kings,1,0
563,564,Sunrisers Hyderabad,Kings XI Punjab,185,180.0,Sunrisers Hyderabad,1,0
564,565,Chennai Super Kings,Delhi Daredevils,119,120.0,Delhi Daredevils,0,1
565,566,Kings XI Punjab,Royal Challengers Bangalore,106,84.0,Kings XI Punjab,1,0
566,567,Mumbai Indians,Kolkata Knight Riders,171,166.0,Mumbai Indians,1,0
567,568,Sunrisers Hyderabad,Royal Challengers Bangalore,135,83.0,Sunrisers Hyderabad,1,0
568,569,Kings XI Punjab,Chennai Super Kings,130,134.0,Chennai Super Kings,0,1
569,570,Rajasthan Royals,Kolkata Knight Riders,199,190.0,Rajasthan Royals,1,0
570,571,Delhi Daredevils,Royal Challengers Bangalore,187,2.0,Delhi Daredevils,1,0
571,572,Sunrisers Hyderabad,Mumbai Indians,113,114.0,Mumbai Indians,0,1
572,573,Mumbai Indians,Chennai Super Kings,187,162.0,Mumbai Indians,1,0
573,574,Royal Challengers Bangalore,Rajasthan Royals,180,109.0,Royal Challengers Bangalore,1,0
574,575,Royal Challengers Bangalore,Chennai Super Kings,139,140.0,Chennai Super Kings,0,1
575,576,Mumbai Indians,Chennai Super Kings,202,161.0,Mumbai Indians,1,0
576,577,Mumbai Indians,Rising Pune Supergiants,121,126.0,Rising Pune Supergiants,0,1
577,578,Delhi Daredevils,Kolkata Knight Riders,98,99.0,Kolkata Knight Riders,0,1
578,579,Kings XI Punjab,Gujarat Lions,161,162.0,Gujarat Lions,0,1
579,580,Royal Challengers Bangalore,Sunrisers Hyderabad,227,182.0,Royal Challengers Bangalore,1,0
580,581,Kolkata Knight Riders,Mumbai Indians,187,188.0,Mumbai Indians,0,1
581,582,Rising Pune Supergiants,Gujarat Lions,163,164.0,Gujarat Lions,0,1
582,583,Kings XI Punjab,Delhi Daredevils,111,113.0,Delhi Daredevils,0,1
583,584,Sunrisers Hyderabad,Kolkata Knight Riders,142,146.0,Kolkata Knight Riders,0,1
584,585,Mumbai Indians,Gujarat Lions,143,147.0,Gujarat Lions,0,1
585,586,Rising Pune Supergiants,Kings XI Punjab,152,153.0,Kings XI Punjab,0,1
586,587,Royal Challengers Bangalore,Delhi Daredevils,191,192.0,Delhi Daredevils,0,1
587,588,Mumbai Indians,Sunrisers Hyderabad,142,145.0,Sunrisers Hyderabad,0,1
588,589,Kings XI Punjab,Kolkata Knight Riders,138,141.0,Kolkata Knight Riders,0,1
589,590,Royal Challengers Bangalore,Mumbai Indians,170,171.0,Mumbai Indians,0,1
590,591,Gujarat Lions,Sunrisers Hyderabad,135,137.0,Sunrisers Hyderabad,0,1
591,592,Royal Challengers Bangalore,Rising Pune Supergiants,185,172.0,Royal Challengers Bangalore,1,0
592,593,Delhi Daredevils,Mumbai Indians,164,154.0,Delhi Daredevils,1,0
593,594,Kings XI Punjab,Sunrisers Hyderabad,143,146.0,Sunrisers Hyderabad,0,1
594,595,Royal Challengers Bangalore,Gujarat Lions,180,182.0,Gujarat Lions,0,1
595,596,Rising Pune Supergiants,Kolkata Knight Riders,160,162.0,Kolkata Knight Riders,0,1
596,597,Mumbai Indians,Kings XI Punjab,189,164.0,Mumbai Indians,1,0
597,598,Sunrisers Hyderabad,Rising Pune Supergiants,118,94.0,Sunrisers Hyderabad,1,0
598,599,Gujarat Lions,Delhi Daredevils,172,171.0,Gujarat Lions,1,0
599,600,Kolkata Knight Riders,Mumbai Indians,174,178.0,Mumbai Indians,0,1
600,601,Rising Pune Supergiants,Gujarat Lions,195,196.0,Gujarat Lions,0,1
601,602,Delhi Daredevils,Kolkata Knight Riders,186,159.0,Delhi Daredevils,1,0
602,603,Sunrisers Hyderabad,Royal Challengers Bangalore,194,179.0,Sunrisers Hyderabad,1,0
603,604,Kings XI Punjab,Gujarat Lions,154,131.0,Kings XI Punjab,1,0
604,605,Rising Pune Supergiants,Mumbai Indians,159,161.0,Mumbai Indians,0,1
605,606,Royal Challengers Bangalore,Kolkata Knight Riders,185,189.0,Kolkata Knight Riders,0,1
606,607,Gujarat Lions,Delhi Daredevils,149,150.0,Delhi Daredevils,0,1
607,608,Kolkata Knight Riders,Kings XI Punjab,164,157.0,Kolkata Knight Riders,1,0
608,609,Delhi Daredevils,Rising Pune Supergiants,162,166.0,Rising Pune Supergiants,0,1
609,610,Gujarat Lions,Sunrisers Hyderabad,126,129.0,Sunrisers Hyderabad,0,1
610,611,Rising Pune Supergiants,Royal Challengers Bangalore,191,195.0,Royal Challengers Bangalore,0,1
611,612,Kings XI Punjab,Delhi Daredevils,181,172.0,Kings XI Punjab,1,0
612,613,Sunrisers Hyderabad,Mumbai Indians,177,92.0,Sunrisers Hyderabad,1,0
613,614,Kolkata Knight Riders,Gujarat Lions,158,164.0,Gujarat Lions,0,1
614,615,Royal Challengers Bangalore,Kings XI Punjab,175,174.0,Royal Challengers Bangalore,1,0
615,616,Sunrisers Hyderabad,Rising Pune Supergiants,137,133.0,Sunrisers Hyderabad,1,0
616,617,Royal Challengers Bangalore,Mumbai Indians,151,153.0,Mumbai Indians,0,1
617,618,Sunrisers Hyderabad,Delhi Daredevils,146,150.0,Delhi Daredevils,0,1
618,619,Mumbai Indians,Kings XI Punjab,124,127.0,Kings XI Punjab,0,1
619,620,Royal Challengers Bangalore,Gujarat Lions,248,104.0,Royal Challengers Bangalore,1,0
620,621,Rising Pune Supergiants,Kolkata Knight Riders,103,66.0,Rising Pune Supergiants,1,0
621,622,Kings XI Punjab,Sunrisers Hyderabad,179,180.0,Sunrisers Hyderabad,0,1
622,623,Mumbai Indians,Delhi Daredevils,206,126.0,Mumbai Indians,1,0
623,624,Kolkata Knight Riders,Royal Challengers Bangalore,183,186.0,Royal Challengers Bangalore,0,1
624,625,Delhi Daredevils,Rising Pune Supergiants,121,76.0,Delhi Daredevils,1,0
625,626,Royal Challengers Bangalore,Kings XI Punjab,211,120.0,Royal Challengers Bangalore,1,0
626,627,Kolkata Knight Riders,Gujarat Lions,124,125.0,Gujarat Lions,0,1
627,628,Sunrisers Hyderabad,Delhi Daredevils,158,161.0,Delhi Daredevils,0,1
628,629,Kings XI Punjab,Rising Pune Supergiants,172,173.0,Rising Pune Supergiants,0,1
629,630,Mumbai Indians,Gujarat Lions,172,173.0,Gujarat Lions,0,1
630,631,Kolkata Knight Riders,Sunrisers Hyderabad,171,149.0,Kolkata Knight Riders,1,0
631,632,Delhi Daredevils,Royal Challengers Bangalore,138,139.0,Royal Challengers Bangalore,0,1
632,633,Gujarat Lions,Royal Challengers Bangalore,158,159.0,Royal Challengers Bangalore,0,1
633,634,Sunrisers Hyderabad,Kolkata Knight Riders,162,140.0,Sunrisers Hyderabad,1,0
634,635,Gujarat Lions,Sunrisers Hyderabad,162,163.0,Sunrisers Hyderabad,0,1
635,636,Sunrisers Hyderabad,Royal Challengers Bangalore,208,200.0,Sunrisers Hyderabad,1,0
636,7894,Mumbai Indians,Chennai Super Kings,169,176.0,Chennai Super Kings,0,1
637,7895,Delhi Daredevils,Kings XI Punjab,172,168.0,Delhi Daredevils,1,0
638,7896,Royal Challengers Bangalore,Kolkata Knight Riders,182,190.0,Kolkata Knight Riders,0,1
639,7897,Rajasthan Royals,Sunrisers Hyderabad,133,135.0,Sunrisers Hyderabad,0,1
640,7898,Kolkata Knight Riders,Chennai Super Kings,207,212.0,Chennai Super Kings,0,1
641,7899,Rajasthan Royals,Delhi Daredevils,156,63.0,Rajasthan Royals,1,0
642,7900,Mumbai Indians,Sunrisers Hyderabad,155,155.0,T,0,0
643,7901,Kings XI Punjab,Royal Challengers Bangalore,161,163.0,Royal Challengers Bangalore,0,1
644,7902,Mumbai Indians,Delhi Daredevils,204,197.0,Mumbai Indians,1,0
645,7903,Kolkata Knight Riders,Sunrisers Hyderabad,145,144.0,Kolkata Knight Riders,1,0
646,7904,Rajasthan Royals,Royal Challengers Bangalore,231,204.0,Rajasthan Royals,1,0
647,7905,Kings XI Punjab,Chennai Super Kings,198,206.0,Chennai Super Kings,0,1
648,7906,Kolkata Knight Riders,Delhi Daredevils,206,136.0,Kolkata Knight Riders,1,0
649,7907,Mumbai Indians,Royal Challengers Bangalore,230,173.0,Mumbai Indians,1,0
650,7908,Rajasthan Royals,Kolkata Knight Riders,165,166.0,Kolkata Knight Riders,0,1
651,7909,Kings XI Punjab,Sunrisers Hyderabad,201,191.0,Kings XI Punjab,1,0
652,7910,Chennai Super Kings,Rajasthan Royals,210,148.0,Chennai Super Kings,1,0
653,7911,Kolkata Knight Riders,Kings XI Punjab,200,128.0,Kolkata Knight Riders,1,0
654,7912,Delhi Daredevils,Royal Challengers Bangalore,186,180.0,Delhi Daredevils,1,0
655,7913,Chennai Super Kings,Sunrisers Hyderabad,186,180.0,Chennai Super Kings,1,0
656,7914,Mumbai Indians,Rajasthan Royals,172,174.0,Rajasthan Royals,0,1
657,7915,Kings XI Punjab,Delhi Daredevils,157,148.0,Kings XI Punjab,1,0
658,7916,Sunrisers Hyderabad,Mumbai Indians,130,89.0,Sunrisers Hyderabad,1,0
659,7917,Royal Challengers Bangalore,Chennai Super Kings,213,218.0,Chennai Super Kings,0,1
660,7918,Sunrisers Hyderabad,Kings XI Punjab,140,121.0,Sunrisers Hyderabad,1,0
661,7919,Delhi Daredevils,Kolkata Knight Riders,223,168.0,Delhi Daredevils,1,0
662,7920,Chennai Super Kings,Mumbai Indians,176,180.0,Mumbai Indians,0,1
663,7921,Sunrisers Hyderabad,Rajasthan Royals,152,141.0,Sunrisers Hyderabad,1,0
664,7922,Royal Challengers Bangalore,Kolkata Knight Riders,185,184.0,Royal Challengers Bangalore,1,0
665,7923,Chennai Super Kings,Delhi Daredevils,218,206.0,Chennai Super Kings,1,0
666,7924,Royal Challengers Bangalore,Mumbai Indians,173,176.0,Mumbai Indians,0,1
667,7925,Delhi Daredevils,Rajasthan Royals,203,150.0,Delhi Daredevils,1,0
668,7926,Chennai Super Kings,Kolkata Knight Riders,184,192.0,Kolkata Knight Riders,0,1
669,7927,Kings XI Punjab,Mumbai Indians,184,182.0,Kings XI Punjab,1,0
670,7928,Royal Challengers Bangalore,Chennai Super Kings,131,135.0,Chennai Super Kings,0,1
671,7929,Delhi Daredevils,Sunrisers Hyderabad,166,170.0,Sunrisers Hyderabad,0,1
672,7930,Mumbai Indians,Kolkata Knight Riders,187,177.0,Mumbai Indians,1,0
673,7931,Rajasthan Royals,Kings XI Punjab,160,158.0,Rajasthan Royals,1,0
674,7932,Sunrisers Hyderabad,Royal Challengers Bangalore,155,146.0,Sunrisers Hyderabad,1,0
675,7933,Rajasthan Royals,Kings XI Punjab,161,149.0,Rajasthan Royals,1,0
676,7934,Mumbai Indians,Kolkata Knight Riders,217,109.0,Mumbai Indians,1,0
677,7935,Delhi Daredevils,Sunrisers Hyderabad,190,193.0,Sunrisers Hyderabad,0,1
678,7936,Chennai Super Kings,Rajasthan Royals,188,180.0,Chennai Super Kings,1,0
679,7937,Kolkata Knight Riders,Kings XI Punjab,250,221.0,Kolkata Knight Riders,1,0
680,7938,Delhi Daredevils,Royal Challengers Bangalore,188,198.0,Royal Challengers Bangalore,0,1
681,7939,Sunrisers Hyderabad,Chennai Super Kings,192,181.0,Sunrisers Hyderabad,1,0
682,7940,Mumbai Indians,Rajasthan Royals,177,181.0,Rajasthan Royals,0,1
683,7941,Kings XI Punjab,Royal Challengers Bangalore,93,96.0,Royal Challengers Bangalore,0,1
684,7942,Rajasthan Royals,Kolkata Knight Riders,144,147.0,Kolkata Knight Riders,0,1
685,7943,Mumbai Indians,Kings XI Punjab,197,192.0,Mumbai Indians,1,0
686,7944,Royal Challengers Bangalore,Sunrisers Hyderabad,222,209.0,Royal Challengers Bangalore,1,0
687,7945,Delhi Daredevils,Chennai Super Kings,171,130.0,Delhi Daredevils,1,0
688,7946,Rajasthan Royals,Royal Challengers Bangalore,174,137.0,Rajasthan Royals,1,0
689,7947,Sunrisers Hyderabad,Kolkata Knight Riders,183,180.0,Sunrisers Hyderabad,1,0
690,7948,Delhi Daredevils,Mumbai Indians,186,170.0,Delhi Daredevils,1,0
691,7949,Kings XI Punjab,Chennai Super Kings,164,168.0,Chennai Super Kings,0,1
692,7950,Sunrisers Hyderabad,Chennai Super Kings,148,145.0,Sunrisers Hyderabad,1,0
693,7951,Kolkata Knight Riders,Rajasthan Royals,179,145.0,Kolkata Knight Riders,1,0
694,7952,Sunrisers Hyderabad,Kolkata Knight Riders,179,163.0,Sunrisers Hyderabad,1,0
695,7953,Sunrisers Hyderabad,Chennai Super Kings,186,187.0,Chennai Super Kings,0,1
696,11137,Royal Challengers Bangalore,Chennai Super Kings,74,76.0,Chennai Super Kings,0,1
697,11138,Sunrisers Hyderabad,Kolkata Knight Riders,189,187.0,Sunrisers Hyderabad,1,0
698,11139,Delhi Capitals,Mumbai Indians,219,185.0,Delhi Capitals,1,0
699,11140,Kings XI Punjab,Rajasthan Royals,200,175.0,Kings XI Punjab,1,0
700,11141,Delhi Capitals,Chennai Super Kings,154,157.0,Chennai Super Kings,0,1
701,11142,Kolkata Knight Riders,Kings XI Punjab,223,196.0,Kolkata Knight Riders,1,0
702,11143,Mumbai Indians,Royal Challengers Bangalore,197,186.0,Mumbai Indians,1,0
703,11144,Rajasthan Royals,Sunrisers Hyderabad,203,211.0,Sunrisers Hyderabad,0,1
704,11145,Mumbai Indians,Kings XI Punjab,187,185.0,Mumbai Indians,1,0
705,11146,Kolkata Knight Riders,Delhi Capitals,193,189.0,Kolkata Knight Riders,1,0
706,11147,Sunrisers Hyderabad,Royal Challengers Bangalore,233,120.0,Sunrisers Hyderabad,1,0
707,11148,Chennai Super Kings,Rajasthan Royals,182,174.0,Chennai Super Kings,1,0
708,11149,Kings XI Punjab,Delhi Capitals,175,163.0,Kings XI Punjab,1,0
709,11150,Royal Challengers Bangalore,Rajasthan Royals,164,174.0,Rajasthan Royals,0,1
710,11151,Mumbai Indians,Chennai Super Kings,176,147.0,Mumbai Indians,1,0
711,11152,Delhi Capitals,Sunrisers Hyderabad,134,142.0,Sunrisers Hyderabad,0,1
712,11153,Royal Challengers Bangalore,Kolkata Knight Riders,210,219.0,Kolkata Knight Riders,0,1
713,11309,Chennai Super Kings,Kings XI Punjab,165,142.0,Chennai Super Kings,1,0
714,11310,Mumbai Indians,Sunrisers Hyderabad,142,102.0,Mumbai Indians,1,0
715,11311,Royal Challengers Bangalore,Delhi Capitals,154,164.0,Delhi Capitals,0,1
716,11312,Rajasthan Royals,Kolkata Knight Riders,150,151.0,Kolkata Knight Riders,0,1
717,11313,Sunrisers Hyderabad,Kings XI Punjab,158,152.0,Sunrisers Hyderabad,1,0
718,11314,Kolkata Knight Riders,Chennai Super Kings,114,119.0,Chennai Super Kings,0,1
719,11315,Kings XI Punjab,Mumbai Indians,204,210.0,Mumbai Indians,0,1
720,11316,Rajasthan Royals,Chennai Super Kings,158,164.0,Chennai Super Kings,0,1
721,11317,Kolkata Knight Riders,Delhi Capitals,183,183.0,T,0,0
722,11318,Mumbai Indians,Rajasthan Royals,191,192.0,Rajasthan Royals,0,1
723,11319,Kings XI Punjab,Royal Challengers Bangalore,180,175.0,Kings XI Punjab,1,0
724,11320,Kolkata Knight Riders,Chennai Super Kings,170,164.0,Kolkata Knight Riders,1,0
725,11321,Delhi Capitals,Sunrisers Hyderabad,164,121.0,Delhi Capitals,1,0
726,11322,Royal Challengers Bangalore,Mumbai Indians,179,179.0,T,0,0
727,11323,Kings XI Punjab,Rajasthan Royals,190,180.0,Kings XI Punjab,1,0
728,11324,Chennai Super Kings,Sunrisers Hyderabad,139,140.0,Sunrisers Hyderabad,0,1
729,11325,Mumbai Indians,Delhi Capitals,174,136.0,Mumbai Indians,1,0
730,11326,Royal Challengers Bangalore,Kolkata Knight Riders,219,219.0,T,0,0
731,11327,Mumbai Indians,Rajasthan Royals,171,168.0,Mumbai Indians,1,0
732,11328,Kings XI Punjab,Delhi Capitals,168,177.0,Delhi Capitals,0,1
733,11329,Kolkata Knight Riders,Sunrisers Hyderabad,164,167.0,Sunrisers Hyderabad,0,1
734,11330,Royal Challengers Bangalore,Chennai Super Kings,165,172.0,Chennai Super Kings,0,1
735,11331,Rajasthan Royals,Delhi Capitals,196,194.0,Rajasthan Royals,1,0
736,11332,Sunrisers Hyderabad,Chennai Super Kings,179,185.0,Chennai Super Kings,0,1
737,11333,Royal Challengers Bangalore,Kings XI Punjab,213,190.0,Royal Challengers Bangalore,1,0
738,11334,Kolkata Knight Riders,Rajasthan Royals,185,182.0,Kolkata Knight Riders,1,0
739,11335,Mumbai Indians,Chennai Super Kings,159,116.0,Mumbai Indians,1,0
740,11336,Sunrisers Hyderabad,Rajasthan Royals,169,167.0,Sunrisers Hyderabad,1,0
741,11337,Delhi Capitals,Royal Challengers Bangalore,193,176.0,Delhi Capitals,1,0
742,11338,Kolkata Knight Riders,Mumbai Indians,241,204.0,Kolkata Knight Riders,1,0
743,11339,Sunrisers Hyderabad,Kings XI Punjab,232,174.0,Sunrisers Hyderabad,1,0
744,11340,Royal Challengers Bangalore,Rajasthan Royals,65,42.0,Royal Challengers Bangalore,1,0
745,11341,Chennai Super Kings,Delhi Capitals,186,99.0,Chennai Super Kings,1,0
746,11342,Mumbai Indians,Sunrisers Hyderabad,170,165.0,Mumbai Indians,1,0
747,11343,Kings XI Punjab,Kolkata Knight Riders,186,192.0,Kolkata Knight Riders,0,1
748,11344,Rajasthan Royals,Delhi Capitals,124,126.0,Delhi Capitals,0,1
749,11345,Sunrisers Hyderabad,Royal Challengers Bangalore,179,187.0,Royal Challengers Bangalore,0,1
750,11346,Chennai Super Kings,Kings XI Punjab,172,188.0,Kings XI Punjab,0,1
751,11347,Kolkata Knight Riders,Mumbai Indians,143,137.0,Kolkata Knight Riders,1,0
752,11412,Chennai Super Kings,Mumbai Indians,136,140.0,Mumbai Indians,0,1
753,11413,Sunrisers Hyderabad,Delhi Capitals,171,170.0,Sunrisers Hyderabad,1,0
754,11414,Delhi Capitals,Chennai Super Kings,155,162.0,Chennai Super Kings,0,1
755,11415,Mumbai Indians,Chennai Super Kings,152,157.0,Chennai Super Kings,0,1
